Date,Model_RPS,Bookmaker_RPS,RPS_Difference,Cumulative_RPS_Difference
2020-09-12,0.13217241657033343,0.08410306035400383,0.0480693562163296,0.0480693562163296
2020-09-12,0.34266547653070784,0.35724827120931013,-0.014582794678602296,0.033486561537727305
2020-09-12,0.2334269436043585,0.32082202333309484,-0.08739507972873634,-0.05390851819100903
2020-09-12,0.07389761973963335,0.038328120033352835,0.03556949970628052,-0.018339018484728513
2020-09-13,0.26536976715344784,0.16294254125145638,0.10242722590199146,0.08408820741726294
2020-09-13,0.42609315487538113,0.4391786367214503,-0.013085481846069169,0.07100272557119378
2020-09-14,0.09138539108227434,0.10196374573348199,-0.010578354651207655,0.06042437091998612
2020-09-14,0.3835145826580492,0.22215451887111393,0.1613600637869353,0.2217844347069214
2020-09-19,0.10354130130563365,0.07909986709929234,0.024441434206341303,0.2462258689132627
2020-09-19,0.1206810914063478,0.09743024453221705,0.02325084687413076,0.26947671578739346
2020-09-19,0.6898711530153097,0.6704680158797605,0.019403137135549198,0.28887985292294266
2020-09-19,0.045726044801083734,0.08774712788789298,-0.04202108308680924,0.24685876983613342
2020-09-20,0.3993408865524103,0.20869843920036965,0.19064244735204064,0.43750121718817403
2020-09-20,0.11483794177283688,0.09900325470529055,0.01583468706754633,0.45333590425572035
2020-09-20,0.4668224642356873,0.29077706184114077,0.17604540239454652,0.6293813066502669
2020-09-20,0.25735305416367116,0.23038653950214133,0.026966514661529828,0.6563478213117968
2020-09-21,0.18267272690472736,0.2701261525669258,-0.08745342566219844,0.5688943956495984
2020-09-21,0.12988828602540198,0.07766794820388474,0.052220337821517235,0.6211147334711157
2020-09-26,0.18862837948982072,0.24751633463339517,-0.05888795514357445,0.5622267783275412
2020-09-26,0.08730562463189939,0.12137793387613757,-0.03407230924423818,0.528154469083303
2020-09-26,0.2688304907005608,0.21598635195980825,0.052844138740752555,0.5809986078240555
2020-09-26,0.2634723526501397,0.18166893281124483,0.08180341983889486,0.6628020276629504
2020-09-27,0.1881628363166336,0.22294294418835497,-0.034780107871721366,0.628021919791229
2020-09-27,0.5703638373383395,0.680181321490927,-0.10981748415258752,0.5182044356386415
2020-09-27,0.1499886640054032,0.37833260175928324,-0.22834393775388004,0.2898604978847614
2020-09-27,0.2723933491806378,0.2652919036082375,0.007101445572400278,0.2969619434571617
2020-09-28,0.33810306793989997,0.24584275006503645,0.09226031787486352,0.3892222613320252
2020-09-28,0.1805390146661367,0.07040484189289947,0.11013417277323723,0.4993564341052624
2020-10-03,0.0403132182579467,0.05816273125754893,-0.017849512999602232,0.4815069211056602
2020-10-03,0.09639999432743009,0.12053527632195313,-0.024135281994523042,0.45737163911113715
2020-10-03,0.1417794070539688,0.24892348964857974,-0.10714408259461095,0.3502275565165262
2020-10-03,0.13059695523423667,0.22934295542467514,-0.09874600019043847,0.2514815563260877
2020-10-04,0.41645345393393596,0.5100681193079919,-0.09361466537405594,0.15786689095203177
2020-10-04,0.05611569025699786,0.09070814483944441,-0.034592454582446544,0.12327443636958522
2020-10-04,0.5375687664206317,0.42246771949100215,0.11510104692962952,0.23837548329921476
2020-10-04,0.41745869298714916,0.6771996038971071,-0.25974091090995793,-0.02136542761074317
2020-10-04,0.21394872213634586,0.07470395565633661,0.13924476648000925,0.11787933886926608
2020-10-04,0.1329380023700048,0.12068800770883019,0.012249994661174615,0.1301293335304407
2020-10-17,0.13139052021818776,0.11347068672804747,0.017919833490140286,0.148049167020581
2020-10-17,0.135401007783912,0.1672861635960276,-0.031885155812115595,0.1161640112084654
2020-10-17,0.24457751810520767,0.22470947765448882,0.019868040450718855,0.13603205165918425
2020-10-17,0.205609758386224,0.06773771693820171,0.1378720414480223,0.27390409310720654
2020-10-18,0.12418895864831431,0.13609716023559268,-0.011908201587278372,0.2619958915199282
2020-10-18,0.14512050391191045,0.1270458621953264,0.018074641716584045,0.2800705332365122
2020-10-18,0.19966984389939008,0.19909214210995857,0.0005777017894315062,0.2806482350259437
2020-10-18,0.40346991724291675,0.4298065395301006,-0.026336622287183864,0.25431161273875985
2020-10-19,0.1366429218292386,0.12800764968903414,0.008635272140204459,0.26294688487896434
2020-10-19,0.5093956791413192,0.29588799318403625,0.21350768595728298,0.4764545708362473
2020-10-23,0.2971352458728525,0.3608931319587627,-0.06375788608591021,0.4126966847503371
2020-10-24,0.365825075911342,0.27012615256692557,0.09569892334441643,0.5083956080947536
2020-10-24,0.14193238827395666,0.13679369099596642,0.0051386972779902396,0.5135343053727438
2020-10-24,0.060639614403852786,0.02829105282152841,0.03234856158232438,0.5458828669550682
2020-10-24,0.15426178704925722,0.25191253032283695,-0.09765074327357973,0.44823212368148846
2020-10-25,0.6084282513759234,0.406044083398638,0.20238416797728537,0.6506162916587739
2020-10-25,0.13307781300926724,0.1652892561983471,-0.03221144318907987,0.618404848469694
2020-10-25,0.23237799199034767,0.28338584288642077,-0.0510078508960731,0.5673969975736209
2020-10-26,0.12604689045030593,0.17744420691439391,-0.05139731646408799,0.515999681109533
2020-10-26,0.17673555508056452,0.09541195736798302,0.08132359771258149,0.5973232788221144
2020-10-30,0.21248103361682844,0.1601198263836459,0.05236120723318252,0.6496844860552969
2020-10-31,0.04951693298614861,0.0546627120765089,-0.005145779090360292,0.6445387069649366
2020-10-31,0.16499628347516757,0.038328120033352835,0.12666816344181472,0.7712068704067514
2020-10-31,0.09408408185663981,0.08033240997229919,0.013751671884340622,0.7849585422910921
2020-11-01,0.06641125918209523,0.09900325470529055,-0.03259199552319532,0.7523665467678967
